21,73.53,0.29
23,129.82,0.18
23,82.83,0.28
26,102.68,0.25
29,120.39,0.24
27,109.26,0.25
32,128.83,0.25
19,72.3,0.26
30,110.47,0.27
23,119.9,0.19
28,127.02,0.22
22,80.88,0.27
21,84.61,0.25
34,119.75,0.28
25,105.36,0.24
23,113.39,0.2
31,121.91,0.25
19,81.67,0.23
27,118.12,0.23
27,108.87,0.25
17,81.79,0.21
23,103.13,0.22
27,109.4,0.25
26,111.58,0.23
26,87.29,0.3
18,65.85,0.27
17,88.51,0.19
25,107.26,0.23
30,119.51,0.25
22,80.9,0.27
29,113.24,0.26
17,71.98,0.24
31,125.18,0.25
27,119.41,0.23
20,99.57,0.2
18,61.55,0.29
26,94.85,0.27
32,143.35,0.22
23,93.55,0.25
25,106.61,0.23
30,106.81,0.28
20,86.02,0.23
22,63.88,0.34
27,84.64,0.32
29,114.32,0.25
29,137.62,0.21
19,91.67,0.21
21,80.86,0.26
29,98.12,0.3
27,103.33,0.26
17,53.64,0.32
26,111.27,0.23
29,136.21,0.21
18,89.15,0.2
16,67.69,0.24
23,85.95,0.27
14,74.54,0.19
25,99.56,0.25
26,91.43,0.28
28,125.7,0.22
24,93.06,0.26
30,137.0,0.22
26,123.96,0.21
23,93.7,0.25
25,92.09,0.27
30,121.55,0.25
20,79.16,0.25
27,122.31,0.22
32,100.05,0.32
20,104.87,0.19
20,86.27,0.23
26,108.4,0.24
19,80.36,0.24
31,121.78,0.25
27,98.65,0.27
31,133.75,0.23
26,130.02,0.2
27,118.15,0.23
23,87.15,0.26
22,94.78,0.23
30,108.18,0.28
27,105.28,0.26
28,108.22,0.26
19,73.59,0.26
27,119.71,0.23
29,110.28,0.26
27,115.7,0.23
26,86.08,0.3
23,85.99,0.27
32,111.98,0.29
24,104.26,0.23
25,114.36,0.22
34,129.14,0.26
19,79.54,0.24
30,108.43,0.28
26,130.49,0.2
16,68.93,0.23
20,97.69,0.2
30,139.25,0.22
21,85.75,0.24
28,119.48,0.23
19,79.68,0.24
29,94.53,0.31
26,134.07,0.19
26,113.37,0.23
21,98.95,0.21
23,95.75,0.24
29,108.5,0.27
21,90.04,0.23
31,111.67,0.28
28,129.85,0.22
18,79.27,0.23
18,70.58,0.26
20,99.11,0.2
33,117.61,0.28
43,160.2,0.27
23,84.63,0.27
25,108.5,0.23
20,71.26,0.28
29,119.37,0.24
28,106.72,0.26
17,59.97,0.28
26,108.67,0.24
24,110.06,0.22
38,161.06,0.24
26,82.69,0.31
22,95.08,0.23
14,61.83,0.23
24,105.39,0.23
29,135.0,0.21
28,93.97,0.3
25,115.84,0.22
27,94.64,0.29
19,54.63,0.35
20,90.46,0.22
24,79.98,0.3
28,117.5,0.24
29,132.0,0.22
19,64.86,0.29
27,129.19,0.21
26,113.59,0.23
24,106.64,0.23
28,124.85,0.22
25,109.5,0.23
20,83.26,0.24
39,168.68,0.23
24,94.72,0.25
29,121.87,0.24
17,80.22,0.21
28,119.6,0.23
21,92.42,0.23
28,106.44,0.26
24,79.96,0.3
16,71.17,0.22
25,101.24,0.25
20,84.49,0.24
31,103.95,0.3
23,83.28,0.28
24,107.28,0.22
27,103.43,0.26
25,98.0,0.26
27,128.47,0.21
17,81.59,0.21
18,85.61,0.21
21,99.82,0.21
23,93.26,0.25
20,84.48,0.24
14,65.26,0.21
26,111.95,0.23
18,64.52,0.28
28,116.83,0.24
26,123.41,0.21
28,111.99,0.25
29,120.08,0.24
30,147.18,0.2
24,107.15,0.22
22,91.63,0.24
13,57.98,0.22
18,70.98,0.25
20,96.87,0.21
14,64.88,0.22
25,106.39,0.23
25,87.25,0.29
26,96.73,0.27
29,123.83,0.23
16,61.05,0.26
28,96.5,0.29
24,85.14,0.28
18,83.96,0.21
25,121.87,0.21
28,110.96,0.25
35,116.83,0.3
26,122.48,0.21
20,90.91,0.22
20,90.91,0.22
28,124.04,0.23
29,132.5,0.22
21,91.72,0.23
21,99.7,0.21
22,83.05,0.26
24,89.17,0.27
28,131.29,0.21
32,124.01,0.26
26,105.72,0.25
23,99.81,0.23
29,133.82,0.22
30,120.57,0.25
29,124.0,0.23
25,93.73,0.27
23,102.81,0.22
27,134.02,0.2
34,116.64,0.29
21,74.96,0.28
24,96.96,0.25
33,127.23,0.26
25,94.27,0.27
24,90.02,0.27
16,78.08,0.2
27,131.36,0.21
15,59.65,0.25
23,117.71,0.2
27,148.32,0.18
25,98.08,0.25
20,99.73,0.2
27,78.63,0.34
25,83.29,0.3
28,143.98,0.19
27,97.95,0.28
22,108.54,0.2
28,5554.75,0.01
29,95.63,0.3
23,68.76,0.33
25,89.07,0.28
21,83.16,0.25
26,101.83,0.26
22,76.0,0.29
21,84.35,0.25
21,66.4,0.32
26,100.37,0.26
24,96.52,0.25
27,107.62,0.25
22,115.69,0.19
18,97.06,0.19
17,82.51,0.21
24,104.76,0.23
29,84.96,0.34
31,100.44,0.31
30,139.36,0.22
29,113.49,0.26
11,62.21,0.18
35,174.5,0.2
14,71.59,0.2
12,62.05,0.19
26,136.33,0.19
28,135.22,0.21
15,73.33,0.2
26,124.4,0.21
26,129.48,0.2
28,138.7,0.2
21,81.46,0.26
29,119.83,0.24
32,118.96,0.27
26,113.68,0.23
20,87.42,0.23
24,72.95,0.33
24,82.57,0.29
29,135.96,0.21
21,72.31,0.29
22,89.56,0.25
21,77.18,0.27
12,63.6,0.19
21,103.82,0.2
22,84.13,0.26
29,111.96,0.26
19,92.74,0.2
24,131.94,0.18
31,141.29,0.22
30,151.13,0.2
26,123.38,0.21
22,105.04,0.21
26,124.85,0.21
15,60.4,0.25
19,96.33,0.2
24,100.6,0.24
21,78.49,0.27
28,119.47,0.23
18,86.14,0.21
30,108.12,0.28
18,80.84,0.22
23,106.36,0.22
24,92.46,0.26
27,112.76,0.24
24,107.7,0.22
25,111.59,0.22
28,137.6,0.2
30,120.1,0.25
27,98.94,0.27
22,107.73,0.2
20,67.2,0.3
27,114.59,0.24
24,110.27,0.22
25,90.91,0.27
17,53.33,0.32
27,137.07,0.2
28,114.17,0.25
22,113.05,0.19
28,109.36,0.26
25,129.62,0.19
27,114.45,0.24
16,57.62,0.28
20,88.5,0.23
26,111.78,0.23
34,144.98,0.23
14,82.56,0.17
21,81.89,0.26
29,103.66,0.28
24,111.67,0.21
23,107.05,0.21
29,123.81,0.23
20,71.35,0.28
25,79.18,0.32
23,108.2,0.21
16,67.73,0.24
26,111.72,0.23
26,98.93,0.26
23,108.18,0.21
21,87.95,0.24
35,127.4,0.27
33,134.84,0.24
25,99.31,0.25
16,63.63,0.25
21,74.38,0.28
21,83.14,0.25
26,109.86,0.24
18,74.82,0.24
27,112.65,0.24
26,104.22,0.25
29,112.01,0.26
34,134.28,0.25
19,88.85,0.21
29,106.68,0.27
33,122.97,0.27
26,99.75,0.26
18,75.29,0.24
32,115.85,0.28
23,93.95,0.24
29,120.17,0.24
27,105.41,0.26
27,107.66,0.25
32,135.21,0.24
29,132.42,0.22
26,108.98,0.24
10,45.18,0.22
28,100.34,0.28
17,95.8,0.18
22,102.57,0.21
29,121.06,0.24
31,119.3,0.26
28,126.64,0.22
26,116.94,0.22
27,128.4,0.21
28,102.13,0.27
28,121.4,0.23
37,177.95,0.21
25,113.13,0.22
26,96.44,0.27
31,129.56,0.24
17,66.67,0.25
25,129.36,0.19
23,105.41,0.22
22,82.42,0.27
23,75.88,0.3
26,100.32,0.26
22,90.75,0.24
26,128.98,0.2
18,82.24,0.22
27,112.66,0.24
26,116.15,0.22
25,121.72,0.21
27,116.34,0.23
31,103.21,0.3
27,120.09,0.22
19,76.63,0.25
23,109.97,0.21
27,113.4,0.24
25,108.78,0.23
35,116.08,0.3
22,89.85,0.24
29,118.38,0.24
28,114.75,0.24
21,56.5,0.37
28,130.53,0.21
28,110.65,0.25
26,82.51,0.32
16,51.41,0.31
31,125.91,0.25
29,109.73,0.26
18,90.75,0.2
30,117.73,0.25
25,130.9,0.19
29,108.42,0.27
20,75.77,0.26
30,110.91,0.27
27,104.69,0.26
26,102.46,0.25
25,111.61,0.22
28,104.11,0.27
33,131.33,0.25
27,120.07,0.22
19,66.48,0.29
25,120.22,0.21
16,64.96,0.25
22,85.77,0.26
26,108.05,0.24
33,113.96,0.29
29,127.86,0.23
27,118.34,0.23
25,81.82,0.31
22,113.02,0.19
27,105.81,0.26
28,136.6,0.2
21,78.79,0.27
24,124.78,0.19
25,102.92,0.24
17,76.84,0.22
23,91.53,0.25
26,108.27,0.24
26,111.52,0.23
26,125.96,0.21
32,97.58,0.33
26,110.68,0.23
20,105.48,0.19
25,113.86,0.22
27,106.07,0.25
34,143.06,0.24
27,122.27,0.22
17,87.79,0.19
30,136.62,0.22
17,89.19,0.19
31,135.97,0.23
23,96.88,0.24
22,85.99,0.26
32,89.72,0.36
17,80.97,0.21
25,102.56,0.24
29,118.42,0.24
21,72.28,0.29
26,115.31,0.23
22,70.04,0.31
25,96.69,0.26
26,85.75,0.3
27,107.44,0.25
24,83.22,0.29
24,103.66,0.23
24,116.07,0.21
18,62.1,0.29
20,81.24,0.25
27,121.86,0.22
27,130.16,0.21
29,125.88,0.23
24,99.81,0.24
25,99.84,0.25
26,28826.35,0.0
29,119.28,0.24
